Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
367,CAAP_SAN_DRAIN_MAINT,SANITARY DRAINAGE SYSTEM – MAINTENANCE,"Section 16.24.450 (B) - Sanitary Drainage (Maintenance) Every plumbing stack, vent, and waste and sewer line shall function properly and be kept free from obstructions, leaks, and defects.",,"['SANITARY', 'DRAINAGE', 'SYSTEM', '–', 'MAINTENANCE']","['Section', '16.24.450', '(', 'B', ')', '-', 'Sanitary', 'Drainage', '(', 'Maintenance', ')', 'Every', 'plumbing', 'stack', ',', 'vent', ',', 'and', 'waste', 'and', 'sewer', 'line', 'shall', 'function', 'properly', 'and', 'be', 'kept', 'free', 'from', 'obstructions', ',', 'leaks', ',', 'and', 'defects', '.']"
368,CAAP_SAN_DRAIN_SYS,SANITARY DRAINAGE SYSTEM – GENERAL,Section 16.24.450 (A) - Sanitary Drainage (General) All plumbing fixtures shall be properly connected to either a public sewer system or to an approved private sewage disposal system.,,"['SANITARY', 'DRAINAGE', 'SYSTEM', '–', 'GENERAL']","['Section', '16.24.450', '(', 'A', ')', '-', 'Sanitary', 'Drainage', '(', 'General', ')', 'All', 'plumbing', 'fixtures', 'shall', 'be', 'properly', 'connected', 'to', 'either', 'a', 'public', 'sewer', 'system', 'or', 'to', 'an', 'approved', 'private', 'sewage', 'disposal', 'system', '.']"
369,CAAP_TOLRM_LOC,TOILET ROOMS – LOCATION,"Section 16.24.420 (B) - Toilet Rooms (Location) Toilet rooms and bathrooms serving hotel units, rooming units, or dormitory units, shall have access by traversing not more than one flight of stairs and shall have access from a common hall or passageway.",,"['TOILET', 'ROOMS', '–', 'LOCATION']","['Section', '16.24.420', '(', 'B', ')', '-', 'Toilet', 'Rooms', '(', 'Location', ')', 'Toilet', 'rooms', 'and', 'bathrooms', 'serving', 'hotel', 'units', ',', 'rooming', 'units', ',', 'or', 'dormitory', 'units', ',', 'shall', 'have', 'access', 'by', 'traversing', 'not', 'more', 'than', 'one', 'flight', 'of', 'stairs', 'and', 'shall', 'have', 'access', 'from', 'a', 'common', 'hall', 'or', 'passageway', '.']"
370,CAAP_TOLRM_PRVC,TOILET ROOMS – PRIVACY,"Section 16.24.420 (A) - Toilet Rooms (Privacy) Toilet rooms and bathrooms shall provide privacy and shall not constitute the only passageway to a hall, other space, or to the exterior. A door and interior locking device shall be provided for all common or shared bathrooms and toilet rooms in a multiple dwelling.",,"['TOILET', 'ROOMS', '–', 'PRIVACY']","['Section', '16.24.420', '(', 'A', ')', '-', 'Toilet', 'Rooms', '(', 'Privacy', ')', 'Toilet', 'rooms', 'and', 'bathrooms', 'shall', 'provide', 'privacy', 'and', 'shall', 'not', 'constitute', 'the', 'only', 'passageway', 'to', 'a', 'hall', ',', 'other', 'space', ',', 'or', 'to', 'the', 'exterior', '.', 'A', 'door', 'and', 'interior', 'locking', 'device', 'shall', 'be', 'provided', 'for', 'all', 'common', 'or', 'shared', 'bathrooms', 'and', 'toilet', 'rooms', 'in', 'a', 'multiple', 'dwelling', '.']"
371,CAAP_TOLRN_LOCEMFC,TOILET ROOMS – EMPLOYEE TOILET FACILITIE,Section 16.24.420 (C) - Toilet Rooms Toilet facilities for employee use shall have access from within the employees' regular working area. Required toilet facilities shall be located not more than one story above or below the employees' regular working area and the path of travel to such facilities shall not exceed a distance of five hundred feet. Employee facilities shall either be separate facilities or public customer facilities.,,"['TOILET', 'ROOMS', '–', 'EMPLOYEE', 'TOILET', 'FACILITIE']","['Section', '16.24.420', '(', 'C', ')', '-', 'Toilet', 'Rooms', 'Toilet', 'facilities', 'for', 'employee', 'use', 'shall', 'have', 'access', 'from', 'within', 'the', 'employees', ""'"", 'regular', 'working', 'area', '.', 'Required', 'toilet', 'facilities', 'shall', 'be', 'located', 'not', 'more', 'than', 'one', 'story', 'above', 'or', 'below', 'the', 'employees', ""'"", 'regular', 'working', 'area', 'and', 'the', 'path', 'of', 'travel', 'to', 'such', 'facilities', 'shall', 'not', 'exceed', 'a', 'distance', 'of', 'five', 'hundred', 'feet', '.', 'Employee', 'facilities', 'shall', 'either', 'be', 'separate', 'facilities', 'or', 'public', 'customer', 'facilities', '.']"
372,CAAP_WATER_CONTAM,WATER SYSTEM – CONTAMINATION,"Section 16.24.440 (B) - Water System (Contamination) The water supply shall be maintained free from contamination and all water inlets for plumbing fixtures shall be located above the flood-level rim of the fixture. Shampoo basin faucets, janitor sink faucets, and other hose bibs or faucets to which hoses are attached and left in place shall be protected by an approved atmospheric-type vacuum breaker or an approved permanently attached hose connection vacuum breaker.",,"['WATER', 'SYSTEM', '–', 'CONTAMINATION']","['Section', '16.24.440', '(', 'B', ')', '-', 'Water', 'System', '(', 'Contamination', ')', 'The', 'water', 'supply', 'shall', 'be', 'maintained', 'free', 'from', 'contamination', 'and', 'all', 'water', 'inlets', 'for', 'plumbing', 'fixtures', 'shall', 'be', 'located', 'above', 'the', 'flood-level', 'rim', 'of', 'the', 'fixture', '.', 'Shampoo', 'basin', 'faucets', ',', 'janitor', 'sink', 'faucets', ',', 'and', 'other', 'hose', 'bibs', 'or', 'faucets', 'to', 'which', 'hoses', 'are', 'attached', 'and', 'left', 'in', 'place', 'shall', 'be', 'protected', 'by', 'an', 'approved', 'atmospheric-type', 'vacuum', 'breaker', 'or', 'an', 'approved', 'permanently', 'attached', 'hose', 'connection', 'vacuum', 'breaker', '.']"
373,CAAP_WATER_GEN,WATER SYSTEM – GENERAL,"Section 16.24.440 (A) - Water System (General) Every sink, lavatory, bathtub or shower, drinking fountain, water closet, or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system. All kitchen sinks, lavatories, laundry facilities, bathtubs, and showers shall be supplied with hot or tempered and cold running water in accordance with the plumbing code.",,"['WATER', 'SYSTEM', '–', 'GENERAL']","['Section', '16.24.440', '(', 'A', ')', '-', 'Water', 'System', '(', 'General', ')', 'Every', 'sink', ',', 'lavatory', ',', 'bathtub', 'or', 'shower', ',', 'drinking', 'fountain', ',', 'water', 'closet', ',', 'or', 'other', 'plumbing', 'fixture', 'shall', 'be', 'properly', 'connected', 'to', 'either', 'a', 'public', 'water', 'system', 'or', 'to', 'an', 'approved', 'private', 'water', 'system', '.', 'All', 'kitchen', 'sinks', ',', 'lavatories', ',', 'laundry', 'facilities', ',', 'bathtubs', ',', 'and', 'showers', 'shall', 'be', 'supplied', 'with', 'hot', 'or', 'tempered', 'and', 'cold', 'running', 'water', 'in', 'accordance', 'with', 'the', 'plumbing', 'code', '.']"
374,CAAP_WATER_SUPPLY,WATER – SUPPLY,"Section 16.24.440 (C) - Water (Supply) The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely, and free from defects and leaks.",,"['WATER', '–', 'SUPPLY']","['Section', '16.24.440', '(', 'C', ')', '-', 'Water', '(', 'Supply', ')', 'The', 'water', 'supply', 'system', 'shall', 'be', 'installed', 'and', 'maintained', 'to', 'provide', 'a', 'supply', 'of', 'water', 'to', 'plumbing', 'fixtures', ',', 'devices', ',', 'and', 'appurtenances', 'in', 'sufficient', 'volume', 'and', 'at', 'pressures', 'adequate', 'to', 'enable', 'the', 'fixtures', 'to', 'function', 'properly', ',', 'safely', ',', 'and', 'free', 'from', 'defects', 'and', 'leaks', '.']"
375,CAAP_WATER_WTRHEAT,WATER – WATER HEATING FACILITIES,"Section 16.24.440 (D) - Water (Heating) Water heating facilities shall be properly installed and maintained, and shall provide an adequate amount of water to be drawn at every required sink, lavatory, bathtub, shower, and laundry facility at a temperature of not less than one hundred twenty degrees Fahrenheit. A gas-burning water heater shall not be located in any bathroom, toilet room, bedroom, or other occupied room normally kept closed, unless adequate combustion air is provided. An approved combination temperature and pressure-relief valve and relief valve discharge pipe shall be properly installed and maintained on water heaters.",,"['WATER', '–', 'WATER', 'HEATING', 'FACILITIES']","['Section', '16.24.440', '(', 'D', ')', '-', 'Water', '(', 'Heating', ')', 'Water', 'heating', 'facilities', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', ',', 'and', 'shall', 'provide', 'an', 'adequate', 'amount', 'of', 'water', 'to', 'be', 'drawn', 'at', 'every', 'required', 'sink', ',', 'lavatory', ',', 'bathtub', ',', 'shower', ',', 'and', 'laundry', 'facility', 'at', 'a', 'temperature', 'of', 'not', 'less', 'than', 'one', 'hundred', 'twenty', 'degrees', 'Fahrenheit', '.', 'A', 'gas-burning', 'water', 'heater', 'shall', 'not', 'be', 'located', 'in', 'any', 'bathroom', ',', 'toilet', 'room', ',', 'bedroom', ',', 'or', 'other', 'occupied', 'room', 'normally', 'kept', 'closed', ',', 'unless', 'adequate', 'combustion', 'air', 'is', 'provided', '.', 'An', 'approved', 'combination', 'temperature', 'and', 'pressure-relief', 'valve', 'and', 'relief', 'valve', 'discharge', 'pipe', 'shall', 'be', 'properly', 'installed', 'and', 'maintained', 'on', 'water', 'heaters', '.']"
377,CAAZ_BANNERS,BANNERS,Section 17.32.060 & 17.32.070 - Banners: Banners may be used as temporary on-premises signs with proper permits.  All permanent on-premises signs shall be constructed of rigid materials.,,['BANNERS'],"['Section', '17.32.060', '&', '17.32.070', '-', 'Banners', ':', 'Banners', 'may', 'be', 'used', 'as', 'temporary', 'on-premises', 'signs', 'with', 'proper', 'permits', '.', 'All', 'permanent', 'on-premises', 'signs', 'shall', 'be', 'constructed', 'of', 'rigid', 'materials', '.']"
378,CAAZ_CAR_ROW,VEHICLE IN THE RIGHT OF WAY,"Section 12.08.210 - Abandoned Vehicles: Abandoned vehicles on the street, alley, highway or thoroughfare is prohibited. -",,"['VEHICLE', 'IN', 'THE', 'RIGHT', 'OF', 'WAY']","['Section', '12.08.210', '-', 'Abandoned', 'Vehicles', ':', 'Abandoned', 'vehicles', 'on', 'the', 'street', ',', 'alley', ',', 'highway', 'or', 'thoroughfare', 'is', 'prohibited', '.', '-']"
379,CAAZ_CERT_COMP,CERTIFICATE OF COMPLIANCE REQUIRED,"Section 17.40.580 - Certificate of Compliance: Following issuance of a zoning permit, no structure or zone lot shall be used or occupied until the zoning administrator has certified in a final inspection that the property is in full compliance with all applicable provisions of this zoning code. The certificate of compliance shall be posted within the building in a manner viewable by the public.",,"['CERTIFICATE', 'OF', 'COMPLIANCE', 'REQUIRED']","['Section', '17.40.580', '-', 'Certificate', 'of', 'Compliance', ':', 'Following', 'issuance', 'of', 'a', 'zoning', 'permit', ',', 'no', 'structure', 'or', 'zone', 'lot', 'shall', 'be', 'used', 'or', 'occupied', 'until', 'the', 'zoning', 'administrator', 'has', 'certified', 'in', 'a', 'final', 'inspection', 'that', 'the', 'property', 'is', 'in', 'full', 'compliance', 'with', 'all', 'applicable', 'provisions', 'of', 'this', 'zoning', 'code', '.', 'The', 'certificate', 'of', 'compliance', 'shall', 'be', 'posted', 'within', 'the', 'building', 'in', 'a', 'manner', 'viewable', 'by', 'the', 'public', '.']"
381,CAAZ_CHICK_ANIMALS,CHICKENS AND OTHER DOMESTIC FARM ANIMALS,Section 17.16.330 (B) (2)(3) - Domestic Animals/Wildlife:  Chickens and other domestic farm animals are not permitted in this zoning district.,,"['CHICKENS', 'AND', 'OTHER', 'DOMESTIC', 'FARM', 'ANIMALS']","['Section', '17.16.330', '(', 'B', ')', '(', '2', ')', '(', '3', ')', '-', 'Domestic', 'Animals/Wildlife', ':', 'Chickens', 'and', 'other', 'domestic', 'farm', 'animals', 'are', 'not', 'permitted', 'in', 'this', 'zoning', 'district', '.']"
382,CAAZ_COMVEH_RES,COMMERCIAL VEHICLE RESIDENTIAL DISTRICT,Section 17.08.030 - Use not permitted: The operation of a commercial business and /or the storage of commercial equipment at this location are prohibited by applicable land use standards.,,"['COMMERCIAL', 'VEHICLE', 'RESIDENTIAL', 'DISTRICT']","['Section', '17.08.030', '-', 'Use', 'not', 'permitted', ':', 'The', 'operation', 'of', 'a', 'commercial', 'business', 'and', '/or', 'the', 'storage', 'of', 'commercial', 'equipment', 'at', 'this', 'location', 'are', 'prohibited', 'by', 'applicable', 'land', 'use', 'standards', '.']"
383,CAAZ_CONSIGN_SALE,CONSIGNMENT SALE,"Section 17.16.030 ((B) 4) - Consignment Sale (Residential Parcel): A consignment sale shall be prohibited, or any other offer for sale in connection with which any owner or occupant of real property undertakes to sell personal property, as an agent for another.",,"['CONSIGNMENT', 'SALE']","['Section', '17.16.030', '(', '(', 'B', ')', '4', ')', '-', 'Consignment', 'Sale', '(', 'Residential', 'Parcel', ')', ':', 'A', 'consignment', 'sale', 'shall', 'be', 'prohibited', ',', 'or', 'any', 'other', 'offer', 'for', 'sale', 'in', 'connection', 'with', 'which', 'any', 'owner', 'or', 'occupant', 'of', 'real', 'property', 'undertakes', 'to', 'sell', 'personal', 'property', ',', 'as', 'an', 'agent', 'for', 'another', '.']"
384,CAAZ_FENCE_HGT,FENCE HEIGHT,Section 17.12.040 - The maximum fence height measured from finish grade level on the side of the wall or fence exceeds the height allowed.,,"['FENCE', 'HEIGHT']","['Section', '17.12.040', '-', 'The', 'maximum', 'fence', 'height', 'measured', 'from', 'finish', 'grade', 'level', 'on', 'the', 'side', 'of', 'the', 'wall', 'or', 'fence', 'exceeds', 'the', 'height', 'allowed', '.']"
385,CAAZ_FENCE_HGT_FRT,FENCE HEIGHT – INSIDE FRONT SETBACK,Section 17.12.040 (E) 26(b) - Screening Walls or Fences (Front Setback) Greatest vertical exposure shall be six feet in height within the remainder of the required front setback.,,"['FENCE', 'HEIGHT', '–', 'INSIDE', 'FRONT', 'SETBACK']","['Section', '17.12.040', '(', 'E', ')', '26', '(', 'b', ')', '-', 'Screening', 'Walls', 'or', 'Fences', '(', 'Front', 'Setback', ')', 'Greatest', 'vertical', 'exposure', 'shall', 'be', 'six', 'feet', 'in', 'height', 'within', 'the', 'remainder', 'of', 'the', 'required', 'front', 'setback', '.']"
386,CAAZ_FENCE_HGT_OPN,FENCE HEIGHT – OFF RIGHT-OF-WAY (OPEN),"Section 17.12.040 (E) 26(a) - Screening Walls or Fences (Off Right-of-way): Greatest vertical exposure for open fences, such as chain link or those of a similar nature are permitted to be six feet in height.",,"['FENCE', 'HEIGHT', '–', 'OFF', 'RIGHT-OF-WAY', '(', 'OPEN', ')']","['Section', '17.12.040', '(', 'E', ')', '26', '(', 'a', ')', '-', 'Screening', 'Walls', 'or', 'Fences', '(', 'Off', 'Right-of-way', ')', ':', 'Greatest', 'vertical', 'exposure', 'for', 'open', 'fences', ',', 'such', 'as', 'chain', 'link', 'or', 'those', 'of', 'a', 'similar', 'nature', 'are', 'permitted', 'to', 'be', 'six', 'feet', 'in', 'height', '.']"
387,CAAZ_FENCE_HGT_PRV,FENCE HEIGHT – OFF RIGHT-OF-WAY (OPAQUE),Section 17.12.040 (E) 26(a) - Screening Walls or Fences (Off Right-of-way): Greatest vertical exposure (privacy or opaque type fences) shall be two and one half feet in height within ten feet of a street right-of-way.,,"['FENCE', 'HEIGHT', '–', 'OFF', 'RIGHT-OF-WAY', '(', 'OPAQUE', ')']","['Section', '17.12.040', '(', 'E', ')', '26', '(', 'a', ')', '-', 'Screening', 'Walls', 'or', 'Fences', '(', 'Off', 'Right-of-way', ')', ':', 'Greatest', 'vertical', 'exposure', '(', 'privacy', 'or', 'opaque', 'type', 'fences', ')', 'shall', 'be', 'two', 'and', 'one', 'half', 'feet', 'in', 'height', 'within', 'ten', 'feet', 'of', 'a', 'street', 'right-of-way', '.']"
388,CAAZ_FENCE_HGT_SRER,FENCE HEIGHT – SIDE AND REAR SETBACK,Section 17.12.040 (E) 26(c) - Screening Walls or Fences (Side and Rear Setback) Greatest vertical exposure shall be eight feet in height within the required side or rear setback or within any platted common open space.,,"['FENCE', 'HEIGHT', '–', 'SIDE', 'AND', 'REAR', 'SETBACK']","['Section', '17.12.040', '(', 'E', ')', '26', '(', 'c', ')', '-', 'Screening', 'Walls', 'or', 'Fences', '(', 'Side', 'and', 'Rear', 'Setback', ')', 'Greatest', 'vertical', 'exposure', 'shall', 'be', 'eight', 'feet', 'in', 'height', 'within', 'the', 'required', 'side', 'or', 'rear', 'setback', 'or', 'within', 'any', 'platted', 'common', 'open', 'space', '.']"
389,CAAZ_GARAGE_SALE,GARAGE SALES,"Section 17.16.250 (B) - Garage Sale: Within any calendar year, a maximum of two garages sale events shall occur per residence.",,"['GARAGE', 'SALES']","['Section', '17.16.250', '(', 'B', ')', '-', 'Garage', 'Sale', ':', 'Within', 'any', 'calendar', 'year', ',', 'a', 'maximum', 'of', 'two', 'garages', 'sale', 'events', 'shall', 'occur', 'per', 'residence', '.']"
390,CAAZ_HOME_OCC,HOME OCCUPATION – CONDITIONS,"Section 17.16.250 (C) - Home Occupation (Conditions): A home occupation shall be considered an accessory use to a residence [permitted under certain conditions, one or more conditions not met]",,"['HOME', 'OCCUPATION', '–', 'CONDITIONS']","['Section', '17.16.250', '(', 'C', ')', '-', 'Home', 'Occupation', '(', 'Conditions', ')', ':', 'A', 'home', 'occupation', 'shall', 'be', 'considered', 'an', 'accessory', 'use', 'to', 'a', 'residence', '[', 'permitted', 'under', 'certain', 'conditions', ',', 'one', 'or', 'more', 'conditions', 'not', 'met', ']']"
391,CAAZ_HOMEOCC,HOME OCCUPATION – PERMIT REQUIRED,Section 17.16.250  (C) - Home Occupation (Permit): A home occupation shall be considered an accessory use to a residence [requires a permit with conditions].,,"['HOME', 'OCCUPATION', '–', 'PERMIT', 'REQUIRED']","['Section', '17.16.250', '(', 'C', ')', '-', 'Home', 'Occupation', '(', 'Permit', ')', ':', 'A', 'home', 'occupation', 'shall', 'be', 'considered', 'an', 'accessory', 'use', 'to', 'a', 'residence', '[', 'requires', 'a', 'permit', 'with', 'conditions', ']', '.']"
392,CAAZ_LIGHT_EMISSION,LIGHTING (EMISSION),Section 17.28.100 (A) - Lighting (Emission): All site lighting shall be shielded so that substantially all directly emitted light falls within the property line.,,"['LIGHTING', '(', 'EMISSION', ')']","['Section', '17.28.100', '(', 'A', ')', '-', 'Lighting', '(', 'Emission', ')', ':', 'All', 'site', 'lighting', 'shall', 'be', 'shielded', 'so', 'that', 'substantially', 'all', 'directly', 'emitted', 'light', 'falls', 'within', 'the', 'property', 'line', '.']"
393,CAAZ_LIGHT_MAX,LIGHTING (MAX LEVEL),Section 17.28.100 (A) - Lighting (Max Level): No illumination in excess of one-half foot candle shall be permitted across the boundary of any adjacent residential property or public street.,,"['LIGHTING', '(', 'MAX', 'LEVEL', ')']","['Section', '17.28.100', '(', 'A', ')', '-', 'Lighting', '(', 'Max', 'Level', ')', ':', 'No', 'illumination', 'in', 'excess', 'of', 'one-half', 'foot', 'candle', 'shall', 'be', 'permitted', 'across', 'the', 'boundary', 'of', 'any', 'adjacent', 'residential', 'property', 'or', 'public', 'street', '.']"
395,CAAZ_NOISE,CONTINUOUS & INTERMITTENT NOISE,Section 17.28.090 (C) - Noise Levels: Sound level of continuous and intermittent noise exceeds maximum sound levels across lot lines or district boundaries.,,"['CONTINUOUS', '&', 'INTERMITTENT', 'NOISE']","['Section', '17.28.090', '(', 'C', ')', '-', 'Noise', 'Levels', ':', 'Sound', 'level', 'of', 'continuous', 'and', 'intermittent', 'noise', 'exceeds', 'maximum', 'sound', 'levels', 'across', 'lot', 'lines', 'or', 'district', 'boundaries', '.']"
396,CAAZ_OVCROWDEDFM,OVERCROWDING – UNRELATED ADULTS,"Section 16.24.030 & 17.04.060 - Overcrowding: No more than ""three"" unrelated persons may live together in a dwelling unit.",,"['OVERCROWDING', '–', 'UNRELATED', 'ADULTS']","['Section', '16.24.030', '&', '17.04.060', '-', 'Overcrowding', ':', 'No', 'more', 'than', '``', 'three', ""''"", 'unrelated', 'persons', 'may', 'live', 'together', 'in', 'a', 'dwelling', 'unit', '.']"
397,CAAZ_OVCROWDEDGH,OVERCROWDING – GROUP HOME,Section 17.04.060 (2) - Family: No more than eight unrelated adults (mentally or physically handicapped) plus up to two care givers as per Tennessee Code Annotated 13-24-102 may reside in a dwelling unit.,,"['OVERCROWDING', '–', 'GROUP', 'HOME']","['Section', '17.04.060', '(', '2', ')', '-', 'Family', ':', 'No', 'more', 'than', 'eight', 'unrelated', 'adults', '(', 'mentally', 'or', 'physically', 'handicapped', ')', 'plus', 'up', 'to', 'two', 'care', 'givers', 'as', 'per', 'Tennessee', 'Code', 'Annotated', '13-24-102', 'may', 'reside', 'in', 'a', 'dwelling', 'unit', '.']"
398,CAAZ_OVERCROWDED,OVERCROWDING,Section 17.04.060.  Too many persons living together as a single family in a dwelling unit having common housekeeping facilities.,,['OVERCROWDING'],"['Section', '17.04.060', '.', 'Too', 'many', 'persons', 'living', 'together', 'as', 'a', 'single', 'family', 'in', 'a', 'dwelling', 'unit', 'having', 'common', 'housekeeping', 'facilities', '.']"
400,CAAZ_PAVING_PARK,PAVING PERMANENT PARKING AREAS,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",,"['PAVING', 'PERMANENT', 'PARKING', 'AREAS']","['Section', '17.20.070', '(', 'G', ')', '-', 'Paving', ':', 'Permanent', 'parking', 'areas', 'containing', 'five', 'or', 'more', 'spaces', 'shall', 'be', 'surfaced', 'with', 'asphalt', 'or', 'concrete', ',', 'or', 'other', 'hard-surfaced', 'dustless', 'materials', ',', 'and', 'shall', 'be', 'constructed', 'to', 'provide', 'adequate', 'drainage', '.']"
402,CAAZ_PERMIT_BLD_REQ,BUILDING AND ZONING PERMIT REQUIRED,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,,"['BUILDING', 'AND', 'ZONING', 'PERMIT', 'REQUIRED']","['Section', '17.40.520', '-', 'Zoning', 'Permit', 'Required', ':', 'An', 'application', 'for', 'a', 'zoning', 'permit', 'must', 'be', 'filed', 'with', 'the', 'zoning', 'administrator', 'prior', 'to', 'any', 'person', 'commencing', 'any', 'construction', 'or', 'alteration', 'of', 'a', 'structure', 'or', 'initiating', 'a', 'change', 'in', 'the', 'use', 'of', 'the', 'property', '.']"
403,CAAZ_PERMIT_USE_REQ,FAILURE TO OBTAIN REQUIRED USE PERMIT,Section 17.40.520 - An application for a zoning permit must be filed with the zoning administrator prior to any person or entity commencing any construction or alteration of a structure or initiating a change in the use of the property.,,"['FAILURE', 'TO', 'OBTAIN', 'REQUIRED', 'USE', 'PERMIT']","['Section', '17.40.520', '-', 'An', 'application', 'for', 'a', 'zoning', 'permit', 'must', 'be', 'filed', 'with', 'the', 'zoning', 'administrator', 'prior', 'to', 'any', 'person', 'or', 'entity', 'commencing', 'any', 'construction', 'or', 'alteration', 'of', 'a', 'structure', 'or', 'initiating', 'a', 'change', 'in', 'the', 'use', 'of', 'the', 'property', '.']"
404,CAAZ_RESUSE_CONSIGN,CONSIGNMENT SALE,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,,"['CONSIGNMENT', 'SALE']","['Section', '17.16.030', '(', 'A', ')', '-', 'Consignment', 'Sale', ':', 'Accessory', 'use', 'of', 'residential', 'property', '(', 'consignment', 'sale', ')', 'not', 'allowed', 'because', 'minimum', 'lot', 'size', 'requirement', 'not', 'met', '(', '3', 'acres', ')', 'and', 'or', 'only', 'two', 'events', 'are', 'allowed', 'per', 'calendar', 'year', '.']"
405,CAAZ_REUSE_SECRES,SECURITY RESIDENCE,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",,"['SECURITY', 'RESIDENCE']","['Section', '17.16.030', '(', 'C', ')', '-', 'Security', 'Residence', ':', 'Residence', 'fails', 'to', 'meet', 'the', 'requirements', 'for', 'a', 'security', 'residence', 'because', 'occupancy', 'requirement', 'not', 'met', ',', 'residence', 'not', 'above', 'or', 'in', 'the', 'same', 'building', 'as', 'business', 'or', 'residence', 'is', 'being', 'rented', '.']"
406,CAAZ_SGN_PROHBBLK,PROHIBITED SIGNS - BLANK,Section 17.32.050 (M) - Prohibited Signs (Blank): Blank on-premises temporary signs [are prohibited].,,"['PROHIBITED', 'SIGNS', '-', 'BLANK']","['Section', '17.32.050', '(', 'M', ')', '-', 'Prohibited', 'Signs', '(', 'Blank', ')', ':', 'Blank', 'on-premises', 'temporary', 'signs', '[', 'are', 'prohibited', ']', '.']"
407,CAAZ_SGN_PROHBPORT,PROHIBITED SIGN - PORTABLE SIGN,Section 17.32.050 (S) - Portable Signs: Portable signs as defined by this title [are prohibited].,,"['PROHIBITED', 'SIGN', '-', 'PORTABLE', 'SIGN']","['Section', '17.32.050', '(', 'S', ')', '-', 'Portable', 'Signs', ':', 'Portable', 'signs', 'as', 'defined', 'by', 'this', 'title', '[', 'are', 'prohibited', ']', '.']"
408,CAAZ_SIGN_25PERCENT,SIGNS – GREATER THAN 25 PERCENT,"Section 17.32.040 (M) – Temporary Signs and Displays: Temporary merchandise displays and signs behind storefront windows which are not affixed permanently to the glass, nor intended for permanent display, and non-illuminated, provided that such temporary signs do not cover more than twenty-five percent of the total surface area of the storefront window.",,"['SIGNS', '–', 'GREATER', 'THAN', '25', 'PERCENT']","['Section', '17.32.040', '(', 'M', ')', '–', 'Temporary', 'Signs', 'and', 'Displays', ':', 'Temporary', 'merchandise', 'displays', 'and', 'signs', 'behind', 'storefront', 'windows', 'which', 'are', 'not', 'affixed', 'permanently', 'to', 'the', 'glass', ',', 'nor', 'intended', 'for', 'permanent', 'display', ',', 'and', 'non-illuminated', ',', 'provided', 'that', 'such', 'temporary', 'signs', 'do', 'not', 'cover', 'more', 'than', 'twenty-five', 'percent', 'of', 'the', 'total', 'surface', 'area', 'of', 'the', 'storefront', 'window', '.']"
409,CAAZ_SIGN_ABAN,ABANDONED SIGNS,Section 17.40-510 (D) - Abandoned Signs - [Signs identified by] the zoning administrator as abandoned. The sign must be removed from the premises.,,"['ABANDONED', 'SIGNS']","['Section', '17.40-510', '(', 'D', ')', '-', 'Abandoned', 'Signs', '-', '[', 'Signs', 'identified', 'by', ']', 'the', 'zoning', 'administrator', 'as', 'abandoned', '.', 'The', 'sign', 'must', 'be', 'removed', 'from', 'the', 'premises', '.']"
410,CAAZ_SIGN_DILAP,DILAPIDATED SIGNS,"Section 17.40.510 (C) - Dilapidated Signs - All signs regulated by this title, together with their supports, braces, guys and anchors shall be maintained in good repair. ",,"['DILAPIDATED', 'SIGNS']","['Section', '17.40.510', '(', 'C', ')', '-', 'Dilapidated', 'Signs', '-', 'All', 'signs', 'regulated', 'by', 'this', 'title', ',', 'together', 'with', 'their', 'supports', ',', 'braces', ',', 'guys', 'and', 'anchors', 'shall', 'be', 'maintained', 'in', 'good', 'repair', '.']"
412,CAAZ_SIGN_HNDHLD,SIGNS – PROHIBITED – HANDHELD,Section 17.32.040 (G) - Hand Carried Signs: Signs carried by a person when the person does receive financial compensation [is prohibited].,,"['SIGNS', '–', 'PROHIBITED', '–', 'HANDHELD']","['Section', '17.32.040', '(', 'G', ')', '-', 'Hand', 'Carried', 'Signs', ':', 'Signs', 'carried', 'by', 'a', 'person', 'when', 'the', 'person', 'does', 'receive', 'financial', 'compensation', '[', 'is', 'prohibited', ']', '.']"
