,id,type,desc,text,remedial
317,487,CAAH_HEAT_SUPPLY,HEATING – HEAT SUPPLY,"Section 16.24.470 (C) - Heat (Supply) Every owner, lessee, or operator of any building or structure who rents, leases, or lets one or more dwelling units, rooming units, dormitory rooms, or guestrooms on terms, either expressed or implied, to furnish heat to the occupants thereof shall supply heat during the period from October 1st to April 30th to maintain a temperature of not less than sixty-five degrees Fahrenheit in all habitable rooms, bathrooms, and toilet rooms.",
318,488,CAAH_HEAT_WRK_SPC,HEAT – OCCUPIABLE WORK SPACES,"Section 16.24.470 (D) - Heat (Work Spaces) Indoor occupiable work spaces shall be supplied with heat during the period from October 1st to April 30th to maintain a temperature of not less than sixty-five degrees Fahrenheit, when the spaces are occupied.",
319,489,CAAH_INT_BLDGN,INTERIORS OF BLDGS AND STRUCTURES GEN,"Section 16.24.350 (A) – Building Interior (General): The interior of a building or structure and any equipment therein shall be maintained in good repair, structurally sound, and in an otherwise clean and sanitary condition. Occupants shall keep that part of the building or structure that they occupy or control in a clean and sanitary condition. Every owner of a building or structure containing a rooming house, a hotel, a dormitory, two or more dwelling units, or two or more nonresidential occupancies, shall maintain, in a clean and sanitary condition, the shared or public areas of the structure and exterior property.",
320,490,CAAH_INT_BLDSUR,INTERIOR OF BUILDINGS - SURFACES,"Section 16.24.350 (C) - Interior Surfaces. All interior surfaces, including windows and doors, shall be maintained in good, clean and sanitary condition. Peeling, chipping, flaking, or abraded paint shall be repaired, removed, or covered. Cracked or loose plaster, decayed wood, and other defective surface conditions shall be corrected.",
321,491,CAAH_INT_HNDGRD,INTERIOR OF BLDGS – HANDRAILS AND GUARDS,Section 16.24.350 (E) - Handrails and Guards. Every handrail and guard shall be firmly fastened and capable of supporting normally imposed loads and shall be maintained in good condition.,
322,492,CAAH_INT_INTDOOR,INTERIOR OF BUILDINGS – INTERIOR DOORS,"Section 16.24.350 (F) - Interior Doors. Every interior door shall fit reasonably well within its frame and shall be capable of being opened and closed by being properly and securely attached to jambs, headers, or tracks as intended by the manufacturer of the attachment hardware.",
323,493,CAAH_INT_STAIR,INTERIOR OF BLDGS – STAIRS WALKING SURF,"Section 16.24.350 (D) - Stairs and Walking Surfaces. Every stair, ramp, landing, balcony, porch, deck or other walking surface shall be maintained in sound condition and in good repair.",
324,494,CAAH_LIGHT_CHALL,LIGHT – COMMON HALLS AND STAIRWAYS,"Section 16.24.380 (B) - Light (Common Areas) Every common hall and stairway in residential occupancies, other than in one- and two-family dwellings, shall be lighted at all times with at least a sixty watt standard incandescent light bulb for each two hundred square feet of floor area of said common hall or stairway, or equivalent illumination, provided that the spacing between lights shall not be greater than thirty feet. In other than residential occupancies, means of egress, including exterior means of egress stairways, shall be illuminated at all times with a minimum of one foot candle at floors, landings, and treads.",
325,495,CAAH_LIGHT_HSPC,LIGHT – HABITABLE SPACES,"Section 16.24.380 (A) - Light (Habitable Spaces) In residential occupancies, every habitable space shall have at least one window of approved size facing directly to the outdoors or to a court. The minimum total glazed area for every habitable space shall be eight percent of the floor area of such room. Wherever a wall or other obstructions face a window of a habitable space and such obstruction is located less than three feet from the window and extends to a level above that of the ceiling of the habitable space, such window shall not be deemed to face directly to the outdoors nor to a court and shall not be included as contributing to the required minimum total window area for the habitable space.",
326,496,CAAH_LIGHT_OTR,LIGHT – OTHER SPACES,"Section 16.24.380 (C) - Light (Other Spaces) All other spaces in residential and nonresidential buildings and structures shall be provided with natural or artificial light sufficient to permit the maintenance of sanitary conditions, the safe occupancy thereof, and the safe utilization of the appliances, equipment, and fixtures.",
327,497,CAAH_OCCUP_ACCESS,OCCUPANCY – ACCESS FROM BEDROOMS,Section 16.24.400 (F) - Occupancy (Access to Bedrooms) Bedrooms shall not constitute the only means of access to other bedrooms or habitable spaces and shall not serve as the only means of egress from other habitable spaces.,
328,498,CAAH_OCCUP_BEDRM,OCCUPANCY – BEDROOM REQUIREMENTS,Section 16.24.400 (D) - Occupancy (Bedroom Requirements) Every bedroom shall comply with the requirements of Sections 16.24.400(E) through 16.24.400(I),
329,499,CAAH_OCCUP_LIMPVY,OCCUPANCY LIMITS – PRIVACY,"Section 16.24.400 (A) - Occupancy Limits (Privacy) Dwelling units, hotel units, rooming units, and dormitory units shall be arranged to provide privacy and be separate from other adjoining spaces.",
330,500,CAAH_OCCUP_OCRWD,OCCUPANCY – OVERCROWDING,Section 16.24.400 (J) - Occupancy (Overcrowding) Dwelling units shall not be occupied by more occupants than are permitted by the minimum area requirements of Table 16.24.400.,
331,501,CAAH_OCCUP_OREQ,OCCUPANCY – OTHER REQUIREMENTS,"Section 16.24.400 (I) - Occupancy (Other Requirements) Bedrooms shall comply with the applicable provisions of this chapter including, but not limited to, the light, ventilation, room area, ceiling height and room width requirements; the plumbing facilities and water-heating facilities requirements; the heating facilities, electrical receptacle requirements; and the smoke detector and emergency escape requirements.",
332,502,CAAH_OCCUP_PROHIB,OCCUPANCY PROHIBITED,Section 16.24.400 (H) - Occupancy Prohibited Kitchens and non-habitable spaces shall not be used for sleeping purposes.,
333,503,CAAH_OCCUP_RMHGT,OCCUPANCY – MINIMUM CEILING HEIGHTS,"Section 16.24.400 (C) - Occupancy (Minimum Ceiling Height) Habitable spaces, hallways, corridors, laundry areas, bathrooms, toilet rooms and habitable basement areas shall have a clear ceiling height of not less than seven feet.",
334,504,CAAH_OCCUP_RMWID,OCCUPANCY – MINIMUM ROOM WIDTHS,"Section 16.34.400 (B) - Occupancy (Minimum Room Width) A habitable space, other than a kitchen, shall not be less than seven feet in any plan dimension. Kitchens shall have a clear passageway of not less than three feet between counter fronts and appliances or counter fronts and walls.",
335,505,CAAH_OCCUP_SLEEPRM,OCCUPANCY – SLEEPING ROOMS,"Section 16.24.400 (E) - Occupancy (Sleeping Rooms) Every bedroom occupied by one person shall contain at least seventy square feet of floor area, and every bedroom occupied by more than one person shall contain at least fifty square feet of floor area for each occupant thereof.",
336,506,CAAH_OCCUP_WCACC,OCCUPANCY – WATER CLOSET ACCESS,Section 16.24.400 (G) - Occupancy (Water Closet Access) Every bedroom shall have access to at least one water closet and one lavatory without passing through another bedroom. Every bedroom in a dwelling unit shall have access to at least one water closet and lavatory located in the same story as the bedroom or an adjacent story.,
337,507,CAAH_OPN_STOR,EXTERIOR PROP AREA – OPEN STORAGE - ALL,"Section 16.24.330 (B) – Open Storage: It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle; appliance; building material, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",
338,508,CAAH_OPST_DEB,EXTERIOR PROP AREA – OPEN STOR – DEBRIS,"Section 16.24.330 (B) – Open Storage (Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",
339,509,CAAH_OPST_JTD,EXTERIOR PROP AREA – OPEN STORAGE – JTD,"Section 16.24.330 (B) – Open Storage (Junk, Trash, and Debris): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of appliances; building materials, including glass, brick, stone, wood, or metal; rubbish, tires; automotive parts; or debris, including but not limited to weeds, dead trees, trash, rubbish, garbage, etc., or similar items.",
340,510,CAAH_OPST_VEH,EXTERIOR PROP AREA – OPEN STORAGE - VEH,"Section 16.24.330 (B) – Open Storage (Vehicles): It is unlawful for the owner, occupant, or person or entity in control of a building, structure, or premises to utilize the premises of such property for the open storage of any inoperable, unlicensed, or unregistered motor vehicle and/or tires and automotive parts.",
341,511,CAAH_RESP_MAINT,FAILURE TO MAINTAIN BLDGS OR STRUCTURES,"Section 16.24.310 – Responsibility: The owner of the premises shall fully maintain the buildings, structures and premises in compliance with the requirements of Metro Codes chapter 16.24. An owner shall not occupy or permit another person to occupy a building, structure, or premises which is not in a safe, clean, and sanitary.",
342,512,CAAH_RUB_DISGAR,RUBBISH AND GARBAGE – DISPOSAL  GARBAGE,Section 16.24.360 (C) - Disposal of Garbage. Every occupant of a building or structure shall dispose of garbage in a clean and sanitary manner by placing such garbage in an approved garbage disposal facility or in approved garbage containers.,
343,513,CAAH_RUB_GARCON,RUBBISH AND GARBAGE – CONTAINERS,"Section 16.24.360 (E) - Containers. The operator of every establishment producing garbage shall provide, approved leak proof containers with close-fitting covers for the storage of such materials, and shall cause said containers to be utilized at all times. All rubbish and garbage storage facilities and containers shall be provided and handled in such manner as may be prescribed by the rules and regulations of the department of public works and the metropolitan health department.",
344,514,CAAH_RUB_GARD,RUBBISH AND GARBAGE – DISPOSAL RUBBISH,Section 16.24.360 (A) - Disposal of Rubbish. Every owner or occupant of a structure shall dispose of all rubbish in a clean and sanitary manner by placing such rubbish in approved containers.,
345,515,CAAH_RUB_GARFAC,RUBBISH AND GARBAGE – GARBAGE FACILITIES,"Section 16.24.360 (D) - Garbage Facilities. The owner of every dwelling shall supply one of the following: An approved mechanical food waste grinder in each dwelling unit; an approved incinerator unit in the structure available to the occupants in each dwelling unit; or an approved leak-proof, covered, outside garbage container accessible and sufficient in capacity to serve each dwelling unit.",
346,516,CAAH_RUB_GARSTOR,RUBBISH AND GARBAGE – RUBBISH STORAGE,Section 16.24.360 (B) - Rubbish Storage Facilities. The owner of every occupied premises shall supply approved covered containers for rubbish and shall be responsible for the clean and sanitary removal and disposal of all rubbish.,
347,517,CAAH_SCH_BUS,SCHOOL BUSES,"Section 16.24.330 (K) (8) - School Buses: On any property containing a single-family or two-family home, one school bus may be parked or stored on the property, provided the driver of the bus resides on the premises and the bus is operated by a private or public K-12 school or school system in Davidson County. No more than one school bus may be parked or stored on the property, regardless of the number of bus drivers residing on the premises.",
348,518,CAAH_STMEM,INTERIOR OF BLDGS – STRUCTURAL MEMBERS,Section 16.24.350 (B) - Structural Members: All structural members shall be structurally sound and capable of supporting the imposed loads.,
349,519,CAAH_TRAC_TRAILER,TRACTOR-TRAILER PARKING,"Section 16.24.330 (K) (7) - Tractor-Trailers: On any residential property containing a single family or two-family home, no tractor-trailer (or portion thereof) shall be stored or parked anywhere on the property.",
351,521,CAAH_TRUCK,COMMERCIAL TRUCK PARKING,"Section 16.24.330 (K) (6) - Trucks: On any residential property containing a single-family or two-family home, no truck with a maximum axle-load capacity of mre than one and one-half tons shall be stored or parked anywhere on the property.",
352,522,CAAH_VACANT_BLDINGS,VACANT BUILDINGS,"Section 16.24.320 – Vacant Buildings and Structures: All vacant buildings, structures, and the premises thereof, shall be maintained in a safe, clean, and sanitary condition as provided herein so as not to cause blight and or otherwise adversely affect the public health, safety, or welfare.",
353,523,CAAH_VENT_BATH,VENTILATION – BATHROOMS AND TOILET ROOMS,"Section 16.24.390 (B) - Ventilation (Bathrooms) Every bathroom and toilet room shall comply with the ventilation requirements for habitable spaces as required above, except that a window shall not be required in such spaces equipped with a mechanical ventilation system of sufficient capacity to provide at least one complete air change each six minutes. Air exhausted by a mechanical ventilation system from a bathroom or toilet room shall discharge to the outdoors and shall not be re-circulated.",
354,524,CAAH_VENT_COOKFAC,VENTILATION – COOKING FACILITIES,"Section 16.24.390 (C) - Ventilation (Cooking Facilities) Unless approved through the certificate of occupancy, cooking shall not be permitted in any rooming unit or dormitory unit, and a cooking facility or appliance shall not be permitted to be present in a rooming unit or dormitory unit.",
355,525,CAAH_VENT_DRYER,VENTILATION – CLOTHES DRYER EXHAUST,Section 16.24.390 (E) - Ventilation (Clothes Dryer Exhaust) Systems to manage exhaust from clothes dryers shall be independent of all other systems and shall be installed in accordance with the manufacturer's instructions.,
356,526,CAAH_VENT_HABSPC,VENTILATION – HABITABLE SPACES,"Section 16.24.390 (A) - Ventilation (Habitable Spaces) In dwelling units, every habitable space shall have at least one openable window. The total openable area of the window in every room shall be equal to at least forty-five percent of the minimum glazed area required in Section 16.24.380.",
357,527,CAAH_VENT_PROC,VENTILATION – PROCESS VENTILATION,"Section 16.24.390 (D) - Ventilation (Process) Where injurious, toxic, irritating or noxious fumes, gases, dusts, or mists are generated, a local exhaust ventilation system shall be provided to remove the contaminating agent at the source. Air shall be exhausted to the exterior and not be re-circulated to any interior space.",
358,528,CAAM_MECH_COMB,MECHANICAL EQUIP – REMOVE OF COMBUS PROD,Section 16.24.480 (B) - Mechanical Equipment (Combustion Products) All fuel-burning equipment and appliances shall be connected to an approved chimney or vent.,
359,529,CAAM_MECH_EQUIP,MECHANICAL EQUIP – APPLIANCES,"Section 16.24.480 (A) - Mechanical Equipment (Appliances) All mechanical appliances, fireplaces, solid fuel-burning appliances, cooking appliances, and water heating appliances shall be properly installed and maintained in a safe working condition and shall be capable of performing the intended function.",
360,530,CAAP_PLUM_DWLUT,PLUMBING – DWELLING UNITS,"Section 16.24.410 (A) - Plumbing (Dwelling Units) Every dwelling unit shall contain a bathtub or shower, lavatory, water closet, and kitchen sink which shall be maintained in a sanitary, safe working condition. The lavatory shall be placed in the same room as the water closet or be located in close proximity to the door leading directly into the room in which such water closet is located. A kitchen sink shall not be used as a substitute for the required lavatory.",
361,531,CAAP_PLUM_EMFAC,PLUMBING – EMPLOYEE FACILITIES,"Section 16.24.410 (D) - Plumbing (Employee Facilities) A minimum of one water closet, one lavatory, and one drinking facility shall be available to employees. Drinking facilities shall be a drinking fountain, water cooler, bottled water cooler, or disposable cups next to a sink or water dispenser. Drinking facilities shall not be located in toilet rooms or bathrooms.",
362,532,CAAP_PLUM_FIXCL,PLUMBING SYSTEMS – FIXTURE CLEARANCE,Section 16.24.430 (B) - Plumbing Systems (Fixtures) All plumbing fixtures shall have adequate clearances for usage and cleaning.,
363,533,CAAP_PLUM_GENREQ,PLUMBING SYSTEMS – GENERAL REQUIREMENTS,"Section 16.24.430 (A) - Plumbing Systems (General) All plumbing fixtures shall be properly installed and maintained in working order, shall be kept free from obstructions, leaks and defects, and shall be capable of performing the function for which such plumbing fixtures are designed. All plumbing fixtures shall be maintained in a safe, sanitary and functional condition.",
364,534,CAAP_PLUM_HOTEL,PLUMBING – HOTEL,"Section 16.24.410 (C) - Plumbing (Hotel) Where private water closets, lavatories, and baths or showers are not provided, one water closet, one lavatory, and one bathtub or shower having access from a public hallway shall be provided for each ten occupants of any hotel.",
365,535,CAAP_PLUM_RMHSE,PLUMBING – ROOMING HOUSES,"Section 16.24.410 (B) - Plumbing (Rooming Houses) At least one water closet, lavatory, and bathtub or shower shall be supplied for each four rooming units in a rooming house.",
366,536,CAAP_PLUM_SYSHAZ,PLUMBING SYSTEMS – SYSTEM HAZARDS,"Section 16.24.430 (C) - Plumbing Systems (Hazards) Where it is found that a plumbing fixture or system in a building, structure, or premises constitutes a hazard to the occupants or the building, structure, or premises by reason of inadequate service, inadequate venting, cross connection, back siphonage, improper installation, deterioration, damage, or for similar reasons, the director shall require the defects to be corrected to eliminate the hazard.",
367,537,CAAP_SAN_DRAIN_MAINT,SANITARY DRAINAGE SYSTEM – MAINTENANCE,"Section 16.24.450 (B) - Sanitary Drainage (Maintenance) Every plumbing stack, vent, and waste and sewer line shall function properly and be kept free from obstructions, leaks, and defects.",
368,538,CAAP_SAN_DRAIN_SYS,SANITARY DRAINAGE SYSTEM – GENERAL,Section 16.24.450 (A) - Sanitary Drainage (General) All plumbing fixtures shall be properly connected to either a public sewer system or to an approved private sewage disposal system.,
369,539,CAAP_TOLRM_LOC,TOILET ROOMS – LOCATION,"Section 16.24.420 (B) - Toilet Rooms (Location) Toilet rooms and bathrooms serving hotel units, rooming units, or dormitory units, shall have access by traversing not more than one flight of stairs and shall have access from a common hall or passageway.",
370,540,CAAP_TOLRM_PRVC,TOILET ROOMS – PRIVACY,"Section 16.24.420 (A) - Toilet Rooms (Privacy) Toilet rooms and bathrooms shall provide privacy and shall not constitute the only passageway to a hall, other space, or to the exterior. A door and interior locking device shall be provided for all common or shared bathrooms and toilet rooms in a multiple dwelling.",
371,541,CAAP_TOLRN_LOCEMFC,TOILET ROOMS – EMPLOYEE TOILET FACILITIE,Section 16.24.420 (C) - Toilet Rooms Toilet facilities for employee use shall have access from within the employees' regular working area. Required toilet facilities shall be located not more than one story above or below the employees' regular working area and the path of travel to such facilities shall not exceed a distance of five hundred feet. Employee facilities shall either be separate facilities or public customer facilities.,
372,542,CAAP_WATER_CONTAM,WATER SYSTEM – CONTAMINATION,"Section 16.24.440 (B) - Water System (Contamination) The water supply shall be maintained free from contamination and all water inlets for plumbing fixtures shall be located above the flood-level rim of the fixture. Shampoo basin faucets, janitor sink faucets, and other hose bibs or faucets to which hoses are attached and left in place shall be protected by an approved atmospheric-type vacuum breaker or an approved permanently attached hose connection vacuum breaker.",
373,543,CAAP_WATER_GEN,WATER SYSTEM – GENERAL,"Section 16.24.440 (A) - Water System (General) Every sink, lavatory, bathtub or shower, drinking fountain, water closet, or other plumbing fixture shall be properly connected to either a public water system or to an approved private water system. All kitchen sinks, lavatories, laundry facilities, bathtubs, and showers shall be supplied with hot or tempered and cold running water in accordance with the plumbing code.",
374,544,CAAP_WATER_SUPPLY,WATER – SUPPLY,"Section 16.24.440 (C) - Water (Supply) The water supply system shall be installed and maintained to provide a supply of water to plumbing fixtures, devices, and appurtenances in sufficient volume and at pressures adequate to enable the fixtures to function properly, safely, and free from defects and leaks.",
375,545,CAAP_WATER_WTRHEAT,WATER – WATER HEATING FACILITIES,"Section 16.24.440 (D) - Water (Heating) Water heating facilities shall be properly installed and maintained, and shall provide an adequate amount of water to be drawn at every required sink, lavatory, bathtub, shower, and laundry facility at a temperature of not less than one hundred twenty degrees Fahrenheit. A gas-burning water heater shall not be located in any bathroom, toilet room, bedroom, or other occupied room normally kept closed, unless adequate combustion air is provided. An approved combination temperature and pressure-relief valve and relief valve discharge pipe shall be properly installed and maintained on water heaters.",
377,547,CAAZ_BANNERS,BANNERS,Section 17.32.060 & 17.32.070 - Banners: Banners may be used as temporary on-premises signs with proper permits.  All permanent on-premises signs shall be constructed of rigid materials.,
378,548,CAAZ_CAR_ROW,VEHICLE IN THE RIGHT OF WAY,"Section 12.08.210 - Abandoned Vehicles: Abandoned vehicles on the street, alley, highway or thoroughfare is prohibited. -",
379,549,CAAZ_CERT_COMP,CERTIFICATE OF COMPLIANCE REQUIRED,"Section 17.40.580 - Certificate of Compliance: Following issuance of a zoning permit, no structure or zone lot shall be used or occupied until the zoning administrator has certified in a final inspection that the property is in full compliance with all applicable provisions of this zoning code. The certificate of compliance shall be posted within the building in a manner viewable by the public.",
381,551,CAAZ_CHICK_ANIMALS,CHICKENS AND OTHER DOMESTIC FARM ANIMALS,Section 17.16.330 (B) (2)(3) - Domestic Animals/Wildlife:  Chickens and other domestic farm animals are not permitted in this zoning district.,
382,552,CAAZ_COMVEH_RES,COMMERCIAL VEHICLE RESIDENTIAL DISTRICT,Section 17.08.030 - Use not permitted: The operation of a commercial business and /or the storage of commercial equipment at this location are prohibited by applicable land use standards.,
383,553,CAAZ_CONSIGN_SALE,CONSIGNMENT SALE,"Section 17.16.030 ((B) 4) - Consignment Sale (Residential Parcel): A consignment sale shall be prohibited, or any other offer for sale in connection with which any owner or occupant of real property undertakes to sell personal property, as an agent for another.",
384,554,CAAZ_FENCE_HGT,FENCE HEIGHT,Section 17.12.040 - The maximum fence height measured from finish grade level on the side of the wall or fence exceeds the height allowed.,
385,555,CAAZ_FENCE_HGT_FRT,FENCE HEIGHT – INSIDE FRONT SETBACK,Section 17.12.040 (E) 26(b) - Screening Walls or Fences (Front Setback) Greatest vertical exposure shall be six feet in height within the remainder of the required front setback.,
386,556,CAAZ_FENCE_HGT_OPN,FENCE HEIGHT – OFF RIGHT-OF-WAY (OPEN),"Section 17.12.040 (E) 26(a) - Screening Walls or Fences (Off Right-of-way): Greatest vertical exposure for open fences, such as chain link or those of a similar nature are permitted to be six feet in height.",
387,557,CAAZ_FENCE_HGT_PRV,FENCE HEIGHT – OFF RIGHT-OF-WAY (OPAQUE),Section 17.12.040 (E) 26(a) - Screening Walls or Fences (Off Right-of-way): Greatest vertical exposure (privacy or opaque type fences) shall be two and one half feet in height within ten feet of a street right-of-way.,
388,558,CAAZ_FENCE_HGT_SRER,FENCE HEIGHT – SIDE AND REAR SETBACK,Section 17.12.040 (E) 26(c) - Screening Walls or Fences (Side and Rear Setback) Greatest vertical exposure shall be eight feet in height within the required side or rear setback or within any platted common open space.,
389,559,CAAZ_GARAGE_SALE,GARAGE SALES,"Section 17.16.250 (B) - Garage Sale: Within any calendar year, a maximum of two garages sale events shall occur per residence.",
390,560,CAAZ_HOME_OCC,HOME OCCUPATION – CONDITIONS,"Section 17.16.250 (C) - Home Occupation (Conditions): A home occupation shall be considered an accessory use to a residence [permitted under certain conditions, one or more conditions not met]",
391,561,CAAZ_HOMEOCC,HOME OCCUPATION – PERMIT REQUIRED,Section 17.16.250  (C) - Home Occupation (Permit): A home occupation shall be considered an accessory use to a residence [requires a permit with conditions].,
392,562,CAAZ_LIGHT_EMISSION,LIGHTING (EMISSION),Section 17.28.100 (A) - Lighting (Emission): All site lighting shall be shielded so that substantially all directly emitted light falls within the property line.,
393,563,CAAZ_LIGHT_MAX,LIGHTING (MAX LEVEL),Section 17.28.100 (A) - Lighting (Max Level): No illumination in excess of one-half foot candle shall be permitted across the boundary of any adjacent residential property or public street.,
395,565,CAAZ_NOISE,CONTINUOUS & INTERMITTENT NOISE,Section 17.28.090 (C) - Noise Levels: Sound level of continuous and intermittent noise exceeds maximum sound levels across lot lines or district boundaries.,
396,566,CAAZ_OVCROWDEDFM,OVERCROWDING – UNRELATED ADULTS,"Section 16.24.030 & 17.04.060 - Overcrowding: No more than ""three"" unrelated persons may live together in a dwelling unit.",
397,567,CAAZ_OVCROWDEDGH,OVERCROWDING – GROUP HOME,Section 17.04.060 (2) - Family: No more than eight unrelated adults (mentally or physically handicapped) plus up to two care givers as per Tennessee Code Annotated 13-24-102 may reside in a dwelling unit.,
398,568,CAAZ_OVERCROWDED,OVERCROWDING,Section 17.04.060.  Too many persons living together as a single family in a dwelling unit having common housekeeping facilities.,
400,569,CAAZ_PAVING_PARK,PAVING PERMANENT PARKING AREAS,"Section 17.20.070 (G) - Paving: Permanent parking areas containing five or more spaces shall be surfaced with asphalt or concrete, or other hard-surfaced dustless materials, and shall be constructed to provide adequate drainage. ",
402,570,CAAZ_PERMIT_BLD_REQ,BUILDING AND ZONING PERMIT REQUIRED,Section 17.40.520 - Zoning Permit Required: An application for a zoning permit must be filed with the zoning administrator prior to any person commencing any construction or alteration of a structure or initiating a change in the use of the property.,
403,573,CAAZ_PERMIT_USE_REQ,FAILURE TO OBTAIN REQUIRED USE PERMIT,Section 17.40.520 - An application for a zoning permit must be filed with the zoning administrator prior to any person or entity commencing any construction or alteration of a structure or initiating a change in the use of the property.,
404,574,CAAZ_RESUSE_CONSIGN,CONSIGNMENT SALE,Section 17.16.030 (A) - Consignment Sale: Accessory use of residential property (consignment sale) not allowed because  minimum lot size requirement not met (3 acres) and or  only two events are allowed per calendar year.,
405,575,CAAZ_REUSE_SECRES,SECURITY RESIDENCE,"Section 17.16.030 (C) - Security Residence: Residence fails to meet the requirements for a security residence because  occupancy requirement not met,  residence not above or in the same building as business or  residence is being rented.",
406,576,CAAZ_SGN_PROHBBLK,PROHIBITED SIGNS - BLANK,Section 17.32.050 (M) - Prohibited Signs (Blank): Blank on-premises temporary signs [are prohibited].,
407,577,CAAZ_SGN_PROHBPORT,PROHIBITED SIGN - PORTABLE SIGN,Section 17.32.050 (S) - Portable Signs: Portable signs as defined by this title [are prohibited].,
408,578,CAAZ_SIGN_25PERCENT,SIGNS – GREATER THAN 25 PERCENT,"Section 17.32.040 (M) – Temporary Signs and Displays: Temporary merchandise displays and signs behind storefront windows which are not affixed permanently to the glass, nor intended for permanent display, and non-illuminated, provided that such temporary signs do not cover more than twenty-five percent of the total surface area of the storefront window.",
409,579,CAAZ_SIGN_ABAN,ABANDONED SIGNS,Section 17.40-510 (D) - Abandoned Signs - [Signs identified by] the zoning administrator as abandoned. The sign must be removed from the premises.,
410,580,CAAZ_SIGN_DILAP,DILAPIDATED SIGNS,"Section 17.40.510 (C) - Dilapidated Signs - All signs regulated by this title, together with their supports, braces, guys and anchors shall be maintained in good repair. ",
412,581,CAAZ_SIGN_HNDHLD,SIGNS – PROHIBITED – HANDHELD,Section 17.32.040 (G) - Hand Carried Signs: Signs carried by a person when the person does receive financial compensation [is prohibited].,
413,582,CAAZ_SIGN_IPLS,SIGNS – PROHIBITED PLACEMENT –BUS,"Section 17.32.050 (E) - Prohibited Signs: Signs placed upon bus benches, bus shelters, or waste receptacles [are prohibited].",
414,583,CAAZ_SIGN_IPPP,SIGNS – PROHIBITED PLACEMENT – PUBLIC,Section 17.32.050 (F) - Prohibited Signs: Signs erected on public property (such as private utility poles) located on public property [are prohibited].,
415,584,CAAZ_SIGN_MAINT,SIGN MAINTENANCE,Section 17.32.020 (B) (3) - Maintenance: All signs shall be maintained in good surface and structural condition and in compliance with all building and electrical codes.,
416,585,CAAZ_SIGN_MAT,SIGN MATERIAL,Section 17.32.020 (B) (2) - Permanency Required: All signs shall be constructed of permanent materials and shall be permanently affixed to the ground or building.,
417,586,CAAZ_SIGN_MOTION,ELECTRONIC SIGN (LED) DISPLAY MOTION,"Section 17.32.050 (G) (3) - Prohibited Signs: Sign display areas with varying light illumination and/or intensity, blinking, bursting, dissolving, distorting, fading, flashing, oscillating, rotating, scrolling, sequencing, shimmering, sparkling, streaming, traveling, tracing, twinkling, simulated movement, or convey the illusion of movement.",
418,587,CAAZ_SIGN_PERMIT,SIGN PERMIT REQUIRED,"Section 17.40.510 - Sign permit required: Signs constructed, erected or altered without a permit shall be illegal.",
419,588,CAAZ_SIGN_PERMIT_REQ,SIGN PERMIT REQUIRED,"Section 17.40.520 – Illegal Signs – Permit Required: Signs constructed, erected, or altered without a permit as required by Article XI of the Zoning Code or by the provisions of prior regulations shall be illegal.",
420,589,CAAZ_SIGN_POLEN,PROHIBITED ON POSTS AND POLES,"Section 6.04.010 - Prohibited on posts and poles. It is unlawful for any person to affix in any manner any sign, placard, poster, card, banner or other indicia of the interests of any person, group or organization on any post or pole, including, but not limited to, light and telephone poles, on any street, sidewalk, thoroughfare or public right-of-way within the jurisdiction of the metropolitan government. ",
422,590,CAAZ_SIGN_PROHB,PROHIBITED SIGNS,"Section 17.32.050 - Prohibited Signs: It is unlawful to erect, cause to be erected, maintain or cause to be maintained, any sign not expressly authorized by, or exempted from, this title.",
423,591,CAAZ_SIGN_ROW, SIGNS IN ROW,Section 17.32.050 - Prohibited location:  Signs located on public property or on private property (such as private utility poles) located on public property.,
424,592,CAAZ_SIGN_TEMP,ON-PREMISES TEMPORARY SIGNS,"Section 17.32.060 -  On-premises temporary signs may be a ground sign or building sign and may not be operated by electrical, electronic or mechanical parts.",
425,593,CAAZ_SIGN_TIMING,ELECTRONIC SIGN (LED) DISPLAY TIMING,"Section 17.32.050(G) (1) - Prohibited Signs: Signs with any copy, graphics, or digital displays that change messages by electronic or mechanical means, where the copy, graphics, or digital display does not remain fixed, static, motionless, and non-flashing for a period of eight seconds with all copy changes occurring instantaneously without any special effects.",
426,594,CAAZ_SIGN_UNSAILL,UNSAFE OR ILLEGAL SIGN,"Section 17.40.510 (B) (1) - Illegal Signs - Signs constructed, erected or altered without a permit as required by this article or by the provisions of prior regulations shall be illegal.",
427,595,CAAZ_SIGN_VEHP,SIGNS – PROHIBITED (VEHICLE SIGNS),"Section 17.32.050 (Q) - Prohibited Signs: Signs attached to, suspended from or painted on any motor vehicle, trailer or other equipment in: (2) Nonresidential districts. [Vehicles] regularly parked on the premises shall be confined to the portion of the property behind the front line of the building (when not being loaded).",
