Original_Index,type,desc,text,remedial,tokenized_desc,tokenized_text
921,BBR31,Expanded premises,"No permittee shall expand the premises for which a permit to sell beer has been previously granted beyond the premises described in the permit application. A permit may be issued for the entirety of any expanded premises or for each of the separate contiguous premises operated by the permittee at the expanded premises only upon proper application by owner and surrender of the permit previously issued at the premises. Beer may not be sold on any premises for which a permit has not been issued. Any new permit(s) shall be issued only following an inspection by a beer permit inspector to insure the expanded premises are in compliance with all laws of the State of Tennessee and the Code of the Metropolitan Government of Nashville and Davidson County governing the sale of beer, and to insure the expanded premises are not inimical to the public health, safety, and morals of the inhabitants of Metropolitan Nashville and Davidson County. Payment of all application fees for each beer permit issued at the expanded premises is required.",,"['Expanded', 'premises']","['No', 'permittee', 'shall', 'expand', 'the', 'premises', 'for', 'which', 'a', 'permit', 'to', 'sell', 'beer', 'has', 'been', 'previously', 'granted', 'beyond', 'the', 'premises', 'described', 'in', 'the', 'permit', 'application', '.', 'A', 'permit', 'may', 'be', 'issued', 'for', 'the', 'entirety', 'of', 'any', 'expanded', 'premises', 'or', 'for', 'each', 'of', 'the', 'separate', 'contiguous', 'premises', 'operated', 'by', 'the', 'permittee', 'at', 'the', 'expanded', 'premises', 'only', 'upon', 'proper', 'application', 'by', 'owner', 'and', 'surrender', 'of', 'the', 'permit', 'previously', 'issued', 'at', 'the', 'premises', '.', 'Beer', 'may', 'not', 'be', 'sold', 'on', 'any', 'premises', 'for', 'which', 'a', 'permit', 'has', 'not', 'been', 'issued', '.', 'Any', 'new', 'permit', '(', 's', ')', 'shall', 'be', 'issued', 'only', 'following', 'an', 'inspection', 'by', 'a', 'beer', 'permit', 'inspector', 'to', 'insure', 'the', 'expanded', 'premises', 'are', 'in', 'compliance', 'with', 'all', 'laws', 'of', 'the', 'State', 'of', 'Tennessee', 'and', 'the', 'Code', 'of', 'the', 'Metropolitan', 'Government', 'of', 'Nashville', 'and', 'Davidson', 'County', 'governing', 'the', 'sale', 'of', 'beer', ',', 'and', 'to', 'insure', 'the', 'expanded', 'premises', 'are', 'not', 'inimical', 'to', 'the', 'public', 'health', ',', 'safety', ',', 'and', 'morals', 'of', 'the', 'inhabitants', 'of', 'Metropolitan', 'Nashville', 'and', 'Davidson', 'County', '.', 'Payment', 'of', 'all', 'application', 'fees', 'for', 'each', 'beer', 'permit', 'issued', 'at', 'the', 'expanded', 'premises', 'is', 'required', '.']"
922,BBR32,Caterer Permits,"Pursuant to Metropolitan Code of Laws Section 7.08.105(C), licensed caterers must provide, and the Metropolitan Beer Permit Board must receive, a written and/or electronic notice of any catered event for each site on which beer will be sold or distributed and consumed, the dates of such beer sales and consumption, as well as the individual or entity for whom the caterer is providing beer. Such notice shall be given on a form provided by the staff of the Beer Permit Board. Such notice shall be submitted to and received by the staff of the Beer Permit Board by 4 pm C.S.T. at least one business day prior to the catered event. The staff of the Beer Permit Board will accept signed notices by certified U.S. mail, by hand delivery, or by email to beerboard@nashville.gov. The permitted caterer shall transport or direct the transportation of the beer to and from the facility or location of the catered event, under the Board's transportation and delivery guidelines. The permitted caterer shall provide the staff to supervise the serving and/or dispensing of beer during catered events. A caterer may not cater beer to any location, facility, business, or other entity that is ineligible for either a temporary beer permit or special event beer permit. A caterer may not cater beer to any location, facility, business, or other entity that has a pending violation or has had a beer permit revoked, suspended or denied. A caterer is not precluded from using its permit based solely on distance requirements except as provided in Metropolitan Code of Laws Section 7.08.105(E). No facility, business, or entity may use caterers to provide beer on a recurring basis and for more than two consecutive weeks at the same location as an alternative to obtaining its own beer permit. To that end, no business or other entity may have beer sold or served by a caterer more than five (5) consecutive days per week,",,"['Caterer', 'Permits']","['Pursuant', 'to', 'Metropolitan', 'Code', 'of', 'Laws', 'Section', '7.08.105', '(', 'C', ')', ',', 'licensed', 'caterers', 'must', 'provide', ',', 'and', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'must', 'receive', ',', 'a', 'written', 'and/or', 'electronic', 'notice', 'of', 'any', 'catered', 'event', 'for', 'each', 'site', 'on', 'which', 'beer', 'will', 'be', 'sold', 'or', 'distributed', 'and', 'consumed', ',', 'the', 'dates', 'of', 'such', 'beer', 'sales', 'and', 'consumption', ',', 'as', 'well', 'as', 'the', 'individual', 'or', 'entity', 'for', 'whom', 'the', 'caterer', 'is', 'providing', 'beer', '.', 'Such', 'notice', 'shall', 'be', 'given', 'on', 'a', 'form', 'provided', 'by', 'the', 'staff', 'of', 'the', 'Beer', 'Permit', 'Board', '.', 'Such', 'notice', 'shall', 'be', 'submitted', 'to', 'and', 'received', 'by', 'the', 'staff', 'of', 'the', 'Beer', 'Permit', 'Board', 'by', '4', 'pm', 'C.S.T', '.', 'at', 'least', 'one', 'business', 'day', 'prior', 'to', 'the', 'catered', 'event', '.', 'The', 'staff', 'of', 'the', 'Beer', 'Permit', 'Board', 'will', 'accept', 'signed', 'notices', 'by', 'certified', 'U.S.', 'mail', ',', 'by', 'hand', 'delivery', ',', 'or', 'by', 'email', 'to', 'beerboard', '@', 'nashville.gov', '.', 'The', 'permitted', 'caterer', 'shall', 'transport', 'or', 'direct', 'the', 'transportation', 'of', 'the', 'beer', 'to', 'and', 'from', 'the', 'facility', 'or', 'location', 'of', 'the', 'catered', 'event', ',', 'under', 'the', 'Board', ""'s"", 'transportation', 'and', 'delivery', 'guidelines', '.', 'The', 'permitted', 'caterer', 'shall', 'provide', 'the', 'staff', 'to', 'supervise', 'the', 'serving', 'and/or', 'dispensing', 'of', 'beer', 'during', 'catered', 'events', '.', 'A', 'caterer', 'may', 'not', 'cater', 'beer', 'to', 'any', 'location', ',', 'facility', ',', 'business', ',', 'or', 'other', 'entity', 'that', 'is', 'ineligible', 'for', 'either', 'a', 'temporary', 'beer', 'permit', 'or', 'special', 'event', 'beer', 'permit', '.', 'A', 'caterer', 'may', 'not', 'cater', 'beer', 'to', 'any', 'location', ',', 'facility', ',', 'business', ',', 'or', 'other', 'entity', 'that', 'has', 'a', 'pending', 'violation', 'or', 'has', 'had', 'a', 'beer', 'permit', 'revoked', ',', 'suspended', 'or', 'denied', '.', 'A', 'caterer', 'is', 'not', 'precluded', 'from', 'using', 'its', 'permit', 'based', 'solely', 'on', 'distance', 'requirements', 'except', 'as', 'provided', 'in', 'Metropolitan', 'Code', 'of', 'Laws', 'Section', '7.08.105', '(', 'E', ')', '.', 'No', 'facility', ',', 'business', ',', 'or', 'entity', 'may', 'use', 'caterers', 'to', 'provide', 'beer', 'on', 'a', 'recurring', 'basis', 'and', 'for', 'more', 'than', 'two', 'consecutive', 'weeks', 'at', 'the', 'same', 'location', 'as', 'an', 'alternative', 'to', 'obtaining', 'its', 'own', 'beer', 'permit', '.', 'To', 'that', 'end', ',', 'no', 'business', 'or', 'other', 'entity', 'may', 'have', 'beer', 'sold', 'or', 'served', 'by', 'a', 'caterer', 'more', 'than', 'five', '(', '5', ')', 'consecutive', 'days', 'per', 'week', ',']"
923,BBR34,Standard penalties,"The following constitutes standard penalties for violations of applicable state or metropolitan laws involving the sale of beer to minors; however, the beer permit board determines penalties on a case by case basis and reserves the right to impose penalties different from those contained in this rule based on prior violations and remedial measures taken by the permit holder. (a) 1st offense 1) The permit holder shall have the option of paying a civil penalty, not to exceed $2500 in lieu of a hearing,2) If the permit holder requests a hearing and the beer board finds the permit holder to be in violation, the permit holder will have the option to pay a civil penalty in an amount to be determined by the beer board or to receive a 14 day suspension and 90 days of probation, (b) 2nd offense 1) The permit holder shall have the option of paying a civil penalty, not to exceed $2500 In lieu of a hearing,2) If the permit holder requests a hearing and the beer board finds the permit holder to be in violation, the permit holder will have the option to pay a civil penalty in an amount to be determined by the beer board or to receive a 21 day suspension and 120 days of probation, (c) 3rd offense 1) 30 day suspension and 180 days of probation, (d) 4th offense  1) Revocation.",,"['Standard', 'penalties']","['The', 'following', 'constitutes', 'standard', 'penalties', 'for', 'violations', 'of', 'applicable', 'state', 'or', 'metropolitan', 'laws', 'involving', 'the', 'sale', 'of', 'beer', 'to', 'minors', ';', 'however', ',', 'the', 'beer', 'permit', 'board', 'determines', 'penalties', 'on', 'a', 'case', 'by', 'case', 'basis', 'and', 'reserves', 'the', 'right', 'to', 'impose', 'penalties', 'different', 'from', 'those', 'contained', 'in', 'this', 'rule', 'based', 'on', 'prior', 'violations', 'and', 'remedial', 'measures', 'taken', 'by', 'the', 'permit', 'holder', '.', '(', 'a', ')', '1st', 'offense', '1', ')', 'The', 'permit', 'holder', 'shall', 'have', 'the', 'option', 'of', 'paying', 'a', 'civil', 'penalty', ',', 'not', 'to', 'exceed', '$', '2500', 'in', 'lieu', 'of', 'a', 'hearing,2', ')', 'If', 'the', 'permit', 'holder', 'requests', 'a', 'hearing', 'and', 'the', 'beer', 'board', 'finds', 'the', 'permit', 'holder', 'to', 'be', 'in', 'violation', ',', 'the', 'permit', 'holder', 'will', 'have', 'the', 'option', 'to', 'pay', 'a', 'civil', 'penalty', 'in', 'an', 'amount', 'to', 'be', 'determined', 'by', 'the', 'beer', 'board', 'or', 'to', 'receive', 'a', '14', 'day', 'suspension', 'and', '90', 'days', 'of', 'probation', ',', '(', 'b', ')', '2nd', 'offense', '1', ')', 'The', 'permit', 'holder', 'shall', 'have', 'the', 'option', 'of', 'paying', 'a', 'civil', 'penalty', ',', 'not', 'to', 'exceed', '$', '2500', 'In', 'lieu', 'of', 'a', 'hearing,2', ')', 'If', 'the', 'permit', 'holder', 'requests', 'a', 'hearing', 'and', 'the', 'beer', 'board', 'finds', 'the', 'permit', 'holder', 'to', 'be', 'in', 'violation', ',', 'the', 'permit', 'holder', 'will', 'have', 'the', 'option', 'to', 'pay', 'a', 'civil', 'penalty', 'in', 'an', 'amount', 'to', 'be', 'determined', 'by', 'the', 'beer', 'board', 'or', 'to', 'receive', 'a', '21', 'day', 'suspension', 'and', '120', 'days', 'of', 'probation', ',', '(', 'c', ')', '3rd', 'offense', '1', ')', '30', 'day', 'suspension', 'and', '180', 'days', 'of', 'probation', ',', '(', 'd', ')', '4th', 'offense', '1', ')', 'Revocation', '.']"
925,BBR33,Past violations considered,"The beer board shall consider a permit holder's past violations in determining penalties for violations of Metropolitan Government ordinances. Where a business changes ownership, violations under the previous owner shall be considered unless there is a substantial ownership change, which shall consist of at least a fifty (50) percent change in ownership since the previous violation.  A change in the legal organization of a permit holder shall not constitute a substantial ownership change unless there is at least a fifty (50) percent change in the persons who own the new legal entity.",,"['Past', 'violations', 'considered']","['The', 'beer', 'board', 'shall', 'consider', 'a', 'permit', 'holder', ""'s"", 'past', 'violations', 'in', 'determining', 'penalties', 'for', 'violations', 'of', 'Metropolitan', 'Government', 'ordinances', '.', 'Where', 'a', 'business', 'changes', 'ownership', ',', 'violations', 'under', 'the', 'previous', 'owner', 'shall', 'be', 'considered', 'unless', 'there', 'is', 'a', 'substantial', 'ownership', 'change', ',', 'which', 'shall', 'consist', 'of', 'at', 'least', 'a', 'fifty', '(', '50', ')', 'percent', 'change', 'in', 'ownership', 'since', 'the', 'previous', 'violation', '.', 'A', 'change', 'in', 'the', 'legal', 'organization', 'of', 'a', 'permit', 'holder', 'shall', 'not', 'constitute', 'a', 'substantial', 'ownership', 'change', 'unless', 'there', 'is', 'at', 'least', 'a', 'fifty', '(', '50', ')', 'percent', 'change', 'in', 'the', 'persons', 'who', 'own', 'the', 'new', 'legal', 'entity', '.']"
926,BBR35,LLC equals corporation,"For all purposes under the metropolitan beer laws, a limited liability company shall be treated as a corporation.",,"['LLC', 'equals', 'corporation']","['For', 'all', 'purposes', 'under', 'the', 'metropolitan', 'beer', 'laws', ',', 'a', 'limited', 'liability', 'company', 'shall', 'be', 'treated', 'as', 'a', 'corporation', '.']"
927,BBR36,No motions for reconsideration,The Beer Permit Board shall not entertain motions for reconsideration. Persons wishing to appeal the decisions of the Beer Permit Board may avail themselves of the processes set out in T.C.A. 57-5-108 and should contact their own independent legal counsel to ensure that all procedural requirements have been met.,,"['No', 'motions', 'for', 'reconsideration']","['The', 'Beer', 'Permit', 'Board', 'shall', 'not', 'entertain', 'motions', 'for', 'reconsideration', '.', 'Persons', 'wishing', 'to', 'appeal', 'the', 'decisions', 'of', 'the', 'Beer', 'Permit', 'Board', 'may', 'avail', 'themselves', 'of', 'the', 'processes', 'set', 'out', 'in', 'T.C.A', '.', '57-5-108', 'and', 'should', 'contact', 'their', 'own', 'independent', 'legal', 'counsel', 'to', 'ensure', 'that', 'all', 'procedural', 'requirements', 'have', 'been', 'met', '.']"
928,BBR37,Special Event Permits,"Applicants for special event permits will be limited in the number of days for which such permits can be granted per month. In order to prevent the abuse of numerous special events as a means of circumventing beer permit regulations, applicants for special events must identify the exact dates and locations of the special events requested. No applicant may be granted special event permits for more than ten (10) days in any given month. Additionally, no applicant may be granted more than fifty (50) special events days per calendar year.  No special event permits shall be granted by the Board more than four (4) months in advance of the date requested by the applicant, except where the applicant is a ‘bona fide charitable or non-profit organization” as described in Beer Board Rule 8.  To obtain a special event permit, the following documents must be submitted to the Beer Permit Board at least ten business days prior to the date of the event: (1) A completed and notarized application; (2) If the applicant is a bona fide political organization, then the applicant shall submit documentation that it is either a political campaign committee as defined in T.C.A. section 2-10-102(a) or that it is a political party as defined at T.C.A. section 2-13-101; (3) Proof that the applicant is registered with the Secretary of State’s Office as a charitable, non-profit organization; (4) The application fee; and (5) Any other documents that the Beer Permit Board may request.",,"['Special', 'Event', 'Permits']","['Applicants', 'for', 'special', 'event', 'permits', 'will', 'be', 'limited', 'in', 'the', 'number', 'of', 'days', 'for', 'which', 'such', 'permits', 'can', 'be', 'granted', 'per', 'month', '.', 'In', 'order', 'to', 'prevent', 'the', 'abuse', 'of', 'numerous', 'special', 'events', 'as', 'a', 'means', 'of', 'circumventing', 'beer', 'permit', 'regulations', ',', 'applicants', 'for', 'special', 'events', 'must', 'identify', 'the', 'exact', 'dates', 'and', 'locations', 'of', 'the', 'special', 'events', 'requested', '.', 'No', 'applicant', 'may', 'be', 'granted', 'special', 'event', 'permits', 'for', 'more', 'than', 'ten', '(', '10', ')', 'days', 'in', 'any', 'given', 'month', '.', 'Additionally', ',', 'no', 'applicant', 'may', 'be', 'granted', 'more', 'than', 'fifty', '(', '50', ')', 'special', 'events', 'days', 'per', 'calendar', 'year', '.', 'No', 'special', 'event', 'permits', 'shall', 'be', 'granted', 'by', 'the', 'Board', 'more', 'than', 'four', '(', '4', ')', 'months', 'in', 'advance', 'of', 'the', 'date', 'requested', 'by', 'the', 'applicant', ',', 'except', 'where', 'the', 'applicant', 'is', 'a', '‘', 'bona', 'fide', 'charitable', 'or', 'non-profit', 'organization', '”', 'as', 'described', 'in', 'Beer', 'Board', 'Rule', '8', '.', 'To', 'obtain', 'a', 'special', 'event', 'permit', ',', 'the', 'following', 'documents', 'must', 'be', 'submitted', 'to', 'the', 'Beer', 'Permit', 'Board', 'at', 'least', 'ten', 'business', 'days', 'prior', 'to', 'the', 'date', 'of', 'the', 'event', ':', '(', '1', ')', 'A', 'completed', 'and', 'notarized', 'application', ';', '(', '2', ')', 'If', 'the', 'applicant', 'is', 'a', 'bona', 'fide', 'political', 'organization', ',', 'then', 'the', 'applicant', 'shall', 'submit', 'documentation', 'that', 'it', 'is', 'either', 'a', 'political', 'campaign', 'committee', 'as', 'defined', 'in', 'T.C.A', '.', 'section', '2-10-102', '(', 'a', ')', 'or', 'that', 'it', 'is', 'a', 'political', 'party', 'as', 'defined', 'at', 'T.C.A', '.', 'section', '2-13-101', ';', '(', '3', ')', 'Proof', 'that', 'the', 'applicant', 'is', 'registered', 'with', 'the', 'Secretary', 'of', 'State', '’', 's', 'Office', 'as', 'a', 'charitable', ',', 'non-profit', 'organization', ';', '(', '4', ')', 'The', 'application', 'fee', ';', 'and', '(', '5', ')', 'Any', 'other', 'documents', 'that', 'the', 'Beer', 'Permit', 'Board', 'may', 'request', '.']"
929,BBR38,Suspension Rules,"Upon suspension of a beer permit, the permittee whose permit has been suspended must provide a new, unused and unopened padlock(s) (including chains, cables, etc. as necessary) suitable to the Beer Permit Board Inspector, at the permittee’s own expense.  On the day the suspension begins, the Inspector will appear at the permitted location at a time mutually agreeable to the permittee and the Inspector.  Upon the Inspector’s arrival, the permittee must have the beer in a location that can be secured with the padlock so long as the secured area is within the permitted space.  The permittee must provide the padlock(s) to the Inspector who will oversee the inventory of the beer, lock the padlock(s) to secure the beer, and retain the key(s) until the suspension has been served.  On the morning following the term of the suspension, the Inspector will revisit the location, oversee the re-inventory of the beer to ensure compliance and return the key(s) to the permittee, after the beer permit has been properly displayed at the location.",,"['Suspension', 'Rules']","['Upon', 'suspension', 'of', 'a', 'beer', 'permit', ',', 'the', 'permittee', 'whose', 'permit', 'has', 'been', 'suspended', 'must', 'provide', 'a', 'new', ',', 'unused', 'and', 'unopened', 'padlock', '(', 's', ')', '(', 'including', 'chains', ',', 'cables', ',', 'etc', '.', 'as', 'necessary', ')', 'suitable', 'to', 'the', 'Beer', 'Permit', 'Board', 'Inspector', ',', 'at', 'the', 'permittee', '’', 's', 'own', 'expense', '.', 'On', 'the', 'day', 'the', 'suspension', 'begins', ',', 'the', 'Inspector', 'will', 'appear', 'at', 'the', 'permitted', 'location', 'at', 'a', 'time', 'mutually', 'agreeable', 'to', 'the', 'permittee', 'and', 'the', 'Inspector', '.', 'Upon', 'the', 'Inspector', '’', 's', 'arrival', ',', 'the', 'permittee', 'must', 'have', 'the', 'beer', 'in', 'a', 'location', 'that', 'can', 'be', 'secured', 'with', 'the', 'padlock', 'so', 'long', 'as', 'the', 'secured', 'area', 'is', 'within', 'the', 'permitted', 'space', '.', 'The', 'permittee', 'must', 'provide', 'the', 'padlock', '(', 's', ')', 'to', 'the', 'Inspector', 'who', 'will', 'oversee', 'the', 'inventory', 'of', 'the', 'beer', ',', 'lock', 'the', 'padlock', '(', 's', ')', 'to', 'secure', 'the', 'beer', ',', 'and', 'retain', 'the', 'key', '(', 's', ')', 'until', 'the', 'suspension', 'has', 'been', 'served', '.', 'On', 'the', 'morning', 'following', 'the', 'term', 'of', 'the', 'suspension', ',', 'the', 'Inspector', 'will', 'revisit', 'the', 'location', ',', 'oversee', 'the', 're-inventory', 'of', 'the', 'beer', 'to', 'ensure', 'compliance', 'and', 'return', 'the', 'key', '(', 's', ')', 'to', 'the', 'permittee', ',', 'after', 'the', 'beer', 'permit', 'has', 'been', 'properly', 'displayed', 'at', 'the', 'location', '.']"
930,BBR40,Deny permit after 6 months,"If an application has not been granted or denied within six months, it may be administratively closed and denied by the Beer Permit Board.  ",,"['Deny', 'permit', 'after', '6', 'months']","['If', 'an', 'application', 'has', 'not', 'been', 'granted', 'or', 'denied', 'within', 'six', 'months', ',', 'it', 'may', 'be', 'administratively', 'closed', 'and', 'denied', 'by', 'the', 'Beer', 'Permit', 'Board', '.']"
932,BBR41,No permit issued with complaints,"A permit shall not be issued by the Executive Director or the Metropolitan Beer Permit Board to any applicant that has a complaint by a beer inspector or law enforcement officer or a citation pending before the Metropolitan Beer Permit Board.  The beer permit application shall be denied, and the applicant can reapply.",,"['No', 'permit', 'issued', 'with', 'complaints']","['A', 'permit', 'shall', 'not', 'be', 'issued', 'by', 'the', 'Executive', 'Director', 'or', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', 'to', 'any', 'applicant', 'that', 'has', 'a', 'complaint', 'by', 'a', 'beer', 'inspector', 'or', 'law', 'enforcement', 'officer', 'or', 'a', 'citation', 'pending', 'before', 'the', 'Metropolitan', 'Beer', 'Permit', 'Board', '.', 'The', 'beer', 'permit', 'application', 'shall', 'be', 'denied', ',', 'and', 'the', 'applicant', 'can', 'reapply', '.']"
933,BBR39,Sports Authority Facilities,"This rule is applicable only to beer sales within sports authority facilities, as defined by TCA 57-4-102. Unless the public health, safety, and welfare is at risk for reasons other than sales of beer to minors, as determined by the beer permit board, the maximum penalty for a sale of beer to a minor shall be a civil penalty not to exceed $2,500 for each citation, except as required by TCA 57-1-214(a) and any successor statute, if the following provisions are demonstrated: (1) The permit holder has a policy of terminating employment for any employee or takes equivalent action for any other person that sells beer to a minor; (2) The permit holder terminates employment or takes equivalent action for any person that sells beer to a minor; (3) The permit holder assists law enforcement with prosecution against any person that sells beer to a minor and trains staff about the criminal consequences of sales to minors; (4) The permit holder requires mandatory training with a nationally-recognized responsible alcohol service program (like TIPS or TEAM) for all employees or other servers of alcohol at the sports authority facility; (5) The permit holder requires mandatory pre-shift meetings for all servers working the event prior to all events, which include reminders about the necessity of requiring proper identification for all beer sales; (6) The server, from which the complaint arises, attended a pre-shift meeting prior to the event; (7) The permit holder requires presentation of age identification for every person seeking to purchase a beer; (8) The permit holder posts signage concerning universal carding and date of birth eligibility for the purchase of a beer; (9) The permit holder limits sales to two beers per transaction for each person seeking to purchase a beer and posts signage of the policy; (10) The permit holder conspicuously posts signage concerning the criminal penalties for patrons under the age of 21 attempting to purchase alcohol; and (11)",,"['Sports', 'Authority', 'Facilities']","['This', 'rule', 'is', 'applicable', 'only', 'to', 'beer', 'sales', 'within', 'sports', 'authority', 'facilities', ',', 'as', 'defined', 'by', 'TCA', '57-4-102', '.', 'Unless', 'the', 'public', 'health', ',', 'safety', ',', 'and', 'welfare', 'is', 'at', 'risk', 'for', 'reasons', 'other', 'than', 'sales', 'of', 'beer', 'to', 'minors', ',', 'as', 'determined', 'by', 'the', 'beer', 'permit', 'board', ',', 'the', 'maximum', 'penalty', 'for', 'a', 'sale', 'of', 'beer', 'to', 'a', 'minor', 'shall', 'be', 'a', 'civil', 'penalty', 'not', 'to', 'exceed', '$', '2,500', 'for', 'each', 'citation', ',', 'except', 'as', 'required', 'by', 'TCA', '57-1-214', '(', 'a', ')', 'and', 'any', 'successor', 'statute', ',', 'if', 'the', 'following', 'provisions', 'are', 'demonstrated', ':', '(', '1', ')', 'The', 'permit', 'holder', 'has', 'a', 'policy', 'of', 'terminating', 'employment', 'for', 'any', 'employee', 'or', 'takes', 'equivalent', 'action', 'for', 'any', 'other', 'person', 'that', 'sells', 'beer', 'to', 'a', 'minor', ';', '(', '2', ')', 'The', 'permit', 'holder', 'terminates', 'employment', 'or', 'takes', 'equivalent', 'action', 'for', 'any', 'person', 'that', 'sells', 'beer', 'to', 'a', 'minor', ';', '(', '3', ')', 'The', 'permit', 'holder', 'assists', 'law', 'enforcement', 'with', 'prosecution', 'against', 'any', 'person', 'that', 'sells', 'beer', 'to', 'a', 'minor', 'and', 'trains', 'staff', 'about', 'the', 'criminal', 'consequences', 'of', 'sales', 'to', 'minors', ';', '(', '4', ')', 'The', 'permit', 'holder', 'requires', 'mandatory', 'training', 'with', 'a', 'nationally-recognized', 'responsible', 'alcohol', 'service', 'program', '(', 'like', 'TIPS', 'or', 'TEAM', ')', 'for', 'all', 'employees', 'or', 'other', 'servers', 'of', 'alcohol', 'at', 'the', 'sports', 'authority', 'facility', ';', '(', '5', ')', 'The', 'permit', 'holder', 'requires', 'mandatory', 'pre-shift', 'meetings', 'for', 'all', 'servers', 'working', 'the', 'event', 'prior', 'to', 'all', 'events', ',', 'which', 'include', 'reminders', 'about', 'the', 'necessity', 'of', 'requiring', 'proper', 'identification', 'for', 'all', 'beer', 'sales', ';', '(', '6', ')', 'The', 'server', ',', 'from', 'which', 'the', 'complaint', 'arises', ',', 'attended', 'a', 'pre-shift', 'meeting', 'prior', 'to', 'the', 'event', ';', '(', '7', ')', 'The', 'permit', 'holder', 'requires', 'presentation', 'of', 'age', 'identification', 'for', 'every', 'person', 'seeking', 'to', 'purchase', 'a', 'beer', ';', '(', '8', ')', 'The', 'permit', 'holder', 'posts', 'signage', 'concerning', 'universal', 'carding', 'and', 'date', 'of', 'birth', 'eligibility', 'for', 'the', 'purchase', 'of', 'a', 'beer', ';', '(', '9', ')', 'The', 'permit', 'holder', 'limits', 'sales', 'to', 'two', 'beers', 'per', 'transaction', 'for', 'each', 'person', 'seeking', 'to', 'purchase', 'a', 'beer', 'and', 'posts', 'signage', 'of', 'the', 'policy', ';', '(', '10', ')', 'The', 'permit', 'holder', 'conspicuously', 'posts', 'signage', 'concerning', 'the', 'criminal', 'penalties', 'for', 'patrons', 'under', 'the', 'age', 'of', '21', 'attempting', 'to', 'purchase', 'alcohol', ';', 'and', '(', '11', ')']"
